0,16
1,16167
2,16199
3,16235
4,71025
5,71543
6,94285
7,94306
8,94601
9,94650
11,94666
12,94755
13,95749
14,96245
15,105822
16,107272
17,108528
18,108549
19,540846
20,542070
21,542086
22,542105
23,546710
24,546737
25,550446
26,552403
27,552430
28,560801
29,568715
30,605681
31,608991
32,8930858
33,8930874
34,8930911
35,8949300
36,8949316
37,9138723
38,9139348
39,9177224
40,9178296
41,9187219
42,9187235
43,9187295
44,9188254
45,9197911
46,9293766
47,9295285
48,9304189
49,9307496
50,9345648
51,9345664
52,9346166
53,9346212
54,9348391
55,9348407
56,9351316
57,9353351
58,15403848
59,15417487
60,15419676
61,15420259
62,15420275
63,15420291
64,15946369
65,15961187
66,15964949
67,15965068
68,15965287
69,15969355
70,15969381
71,16059583
72,16065064
73,16068294
74,16069004
75,16071545
76,16073136
77,16073152
78,16073649
79,16203255
80,16210345
81,16214311
82,16215604
83,16319417
84,16512768
85,16514934
86,16611952
87,16612370
88,16651921
89,16652148
90,16738815
91,16739112
92,16739666
93,16740046
94,16741704
95,16741726
96,16742153
97,17111281
98,17164965
99,17165016
